V1	V8	V9	V10	Q46	Q51	Q57	Q1	Q42	Q2_1	Q2_2	Q2_3	Q2_4	Q36_1	Q36_2	Q36_3	Q36_4	Q59_1	Q59_2	Q60_1	Q60_2	Q56	Q37_1	Q37_2	Q37_3	Q37_4	Q38	Q40	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q53	Q54	Q55	Q43	Q42.0	Q43.0	Q13_1	Q13_2	Q13_3	Q13_4	Q13_5	Q13_6	Q13_7	Q13_8	Q13_9	Q13_10	Q13_11	Q13_12	Q13_13	Q13_14	Q13_15	Q50	Q29	Q30	Q52_1	Q52_2	Q19	Q14	Q15	Q16	Q17	Q17_TEXT	Q18	Q3	Q20	Q21	Q22	Q23	Q24	Q25	Q26	Q27	Q28	Q33	Q39	Q44	Q34	Q41	Q35
R_dcd8XR88wubMKhL	4-7-2016__10:30:34_AM	4-7-2016__10:40:44_AM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	"We need a course devoted to bioinformatics, and especially genomic-level approaches.  Barriers include staffing and expertise."	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	3	5	5	4	4	3	3	3	3	3	3	3	3	NA	1	NA	3	4	1	2	5	2	4	NA	20	2	1	2	2	1	1	Biology	2	3	BIOL 264:  Gene Manipulation.  Molecular Biology lab course	"For me, it is keeping expertise current."	http://serc.carleton.edu/genomics/units/19100.html	NA	NA	NA	"This material is broken up over blocks of a complex moodle course site.  Im glad to share, but it will take time to assemble."
R_3R9ycIGiW4sblMp	4-7-2016__4:04:15_PM	4-7-2016__4:10:10_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	I do not have a strong background in bioinformatics.	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	4	4	3	4	3	4	3	3	3	3	4	3	4	Be able to use bioinformatics tools to model phylogenetic relationships.	2	NA	3	4	1	2	5	2	4	NA	15	2	1	2	2	1	1	biology	2	2	NA	NA	NA	NA	NA	NA	NA
R_b2uDt3aFNIsvPaR	4-18-2016__2:59:16_PM	4-18-2016__3:04:16_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	2	3	5	4	4	3	3	3	3	2	2	3	5	5	2	NA	NA	NA	3	4	1	1	5	2	4	NA	20	2	1	3	1	2	2	Biological Sciences	3	4	NA	"Money limits their ability to buy books, laptops, etc.  Some cannot afford the textbook, which is just sad."	NA	NA	NA	Basic knowledge and more advanced knowledge.  They dont know what they dont know.	Good luck getting academics to emphasize bioinformatics!
R_6LuVvS8GLPhhLs9	4-18-2016__4:20:16_PM	4-18-2016__4:32:46_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	1	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	1	5	2	4	4	4	3	3	4	3	3	4	2	3	3	1	NA	1	Lack of institutional subscription to the pay-site databases.	3	5	1	2	6	3	4	NA	22	3	1	4	3	3	3	Department of Biological Sciences	6	3	"Microbial Physiology.  BIOL.  A literature-based survey of ten areas of current interest in microbial physiology, during which students are required to read and comment upon a number of papers  and are given prelim-style exams that require a great deal ofthought and interpretation of experimental results."	"Most have never heard of it before, and lack the basic genetic understanding (operon, transcriptional regulator) to build upon."	NA	NA	NA	NA	NA
R_5zfJYPHxqCk9wUJ	4-28-2016__4:14:31_PM	4-28-2016__4:16:40_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	5	3	3	NA	28	1	1	5	3	1	1	Biology	1	6	NA	NA	NA	NA	NA	NA	NA
R_02GdYeZriqSh4Et	4-18-2016__3:07:13_PM	4-18-2016__3:12:18_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	4	4	4	4	4	4	4	4	3	3	2	3	3	NA	NA	NA	2	4	1	2	5	2	4	NA	32	1	1	4	2	3	3	School of Biological Sciences	3	4	NA	NA	NA	NA	NA	NA	NA
R_1Y1hjGnEgc9MVNz	4-25-2016__6:08:57_PM	4-25-2016__6:25:34_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	1	"Computing facilities, student preparation"	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	3	5	5	4	5	4	2	3	5	5	2	5	3	NA	1	NA	2	2	1	1	5	2	4	NA	15	3	1	3	2	2	1	Biology Department	2	3	BIO Cell Biology LaboratorysBIO Genomics (occasionally)	"Instructors knowledge about the topic, Instructors lack of real world use of bioinformatics databases and tools.  Many people teaching at my institution were hired before the human genome project was completed, and they prioritize what they call lizardsqueezing experiences for students.  These do not resemble modern research."	NA	NA	NA	NA	"Bioinformatics makes many faculty think programming, and that a course in the topic is, or needs to be, programming intensive.  That is the biggest stumbling block to setting up courses dedicated to the topic that Ive seen.  Many things can be learne and studied simply by using BLAST, and it should be prioritized as a technique, like running a gel or collecting field samples."
R_exj2jDOsDomCJ7v	4-11-2016__1:40:58_PM	4-11-2016__1:59:37_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	"Students receive very few classes in my specialty to begin with, since our major covers all aspects of biology. As a result, I have very little time with the students. There are other topics that I feel are more important to cover, either because they arefoundational to my field or they are relevant to the MCAT."	2	NA	1	"Our faculty is already stretched thin teaching the core courses in our major, courses for non-biology majors, and the few specialty courses we are able to teach. With faculty positions being limited, it is difficult for us to find the time in our already ull teaching loads to teach bioinformatics."	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	5	5	5	5	4	5	5	4	4	3	2	2	3	NA	1	NA	2	5	1	1	5	2	4	NA	8	2	1	2	3	2	1	Department of Biology	2	2	NA	NA	NA	NA	NA	NA	NA
R_3W140Mvn0Dh1Yk5	4-8-2016__12:49:50_PM	4-8-2016__1:06:00_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	"We have a course in bioinformatics that is currently only required for our AAS Biotechnology students. I would like to incorporate into the curriculum for AS Biology majors as well. It is difficult to include more courses due to restrictions on credit hou maximums. Also, I do not have many faculty who have the background to teach bioinformatics."	1	NA	1	One barrier is having qualified faculty. Another is making room in the existing curriculum. And third having the support to explore adding more bioinformatics topics and/or courses into the curriculum.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	4	5	5	5	5	5	5	4	4	2	2	2	4	3	NA	1	"Many of the examples you listed above, access to high performance computers and different operating systems, and IT support."	3	5	1	1	5	2	4	NA	10	2	1	1	3	2	2	Biology	2	2	NA	"Training, continuing education, access to different platforms"	NA	NA	NA	NA	"Thank you for this survey. I am amazed at how many people in the life sciences do not  emphasize the importance of teaching bioinformatics. I have worked at two different institutions where they have tried to offer programs in bioinformatics or a closely elated field and they struggle with enrollment. I think at least one course in bioinformatics should be required in all life science degrees, or at least those where the students intention is to go into research. This is a critical/essential skill neededin todays labs."
R_bpiyHJlNVC9OUHH	4-7-2016__5:01:46_PM	4-7-2016__5:08:33_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	not well versed in the programming methods	2	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	4	5	5	4	4	5	5	4	4	4	4	4	4	NA	1	Our institutions IT service is not always the best	4	5	1	3	6	3	4	NA	3	4	1	3	2	1	1	Biology	1	3	NA	learning programming language and access to bioinformatics software	NA	NA	NA	NA	NA
R_3ruMlSw0UWYJ4hL	4-20-2016__3:13:49_PM	4-20-2016__3:27:45_PM	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	4	5	5	3	4	5	5	4	4	4	4	4	4	NA	2	NA	3	4	1	2	2	2	4	NA	22	9	1	3	2	2	2	Biological Sciences	2	3	Bioinformatics	Non	NA	NA	NA	NA	NA
R_6eQE7Xn9E9Z0Err	4-25-2016__10:52:47_AM	4-25-2016__10:57:26_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	I am only teaching Freshman level courses.	1	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	NA	1	NA	3	4	1	1	5	2	4	NA	26	1	1	4	2	3	3	Biological Sciences	4	4	NA	NA	NA	NA	NA	NA	NA
R_cBdwM7h7DKpgoex	4-7-2016__11:10:25_AM	4-7-2016__3:11:07_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	1	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	3	4	4	4	4	4	3	3	3	3	2	2	2	NA	2	NA	1	2	1	2	6	3	4	NA	NA	2	1	5	3	2	1	Department of Biological Sciences	1	3	NA	NA	NA	NA	NA	NA	NA
R_e8RT8gxwto2fTQp	4-7-2016__10:15:49_AM	4-7-2016__10:22:19_AM	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	3	1	Not enough students are registering for bioinformatics classes.	2	NA	2	NA	NA	NA	NA	NA	NA	1	5	5	3	4	4	4	4	4	4	3	5	4	5	5	5	NA	1	Lab and computational resources.	5	4	1	2	5	2	4	NA	10	9	1	4	3	2	2	Systems Biology and Bioinformatics Graduate Program	2	1	"The SYBB Survey Series is composed of the following course sequence: (A) Technologies in Bioinformatics, (B) Data Integration in Bioinformatics, (C) Translational Bioinformatics, and (D) Programming for Bioinformatics. Each standalone section of this coure series introduces students to an aspect of a bioinformatics project - from data collection (SYBB 311/411A), to data integration (SYBB 311/411B), to research applications (SYBB 311/411C), with a fourth module (SYBB 311/411D) introducing basic bioinformatcs programming skills.  SYBB 311/411A, SYBB 311/411B, and SYBB 311/411C are offered as a block in the fall. SYBB 311/411D is offered in the spring semester. Each class is graded separately."	NA	gurkan.case.edu/teaching.html	NA	NA	NA	NA
R_bIwMmfNgsRplXKt	4-7-2016__10:52:48_AM	4-7-2016__10:57:00_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	Time and my unfamiliarity with bioinformatics.	1	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	5	5	5	5	5	5	5	5	5	5	3	3	3	NA	1	Not enough money.	1	5	1	2	5	2	4	NA	13	2	1	2	3	1	1	DIvision of Natural and Applied Sciences and Mathematics	1	2	NA	Lack of training.  Time to fit it in the curriculum.	NA	NA	NA	NA	NA
R_6FQsB89fJpYSGgZ	4-25-2016__3:49:54_PM	4-25-2016__3:51:04_PM	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_1EQgXvq2ab1eZrT	4-25-2016__11:26:36_AM	4-25-2016__11:35:05_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	"Frankly, I dont have the expertise."	1	NA	1	"Expertise, time, and lab equipment (e.g., microarray instrumentation)"	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	5	5	5	4	4	4	3	3	2	3	1	3	3	I dont know enough to answer.	2	NA	1	5	1	2	5	2	4	NA	32	2	1	3	2	1	1	Biology	2	3	NA	"The faculty dont know enough about it, or even how to use it."	NA	NA	NA	NA	NA
R_3yEbSYKNO03Ofzv	4-18-2016__4:09:17_PM	4-18-2016__4:22:30_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"Thereis a lack of time to cover core understanding of many more basic topics since there are no lower level courses specialized in the area of coverage. In other words, something has to not be covered, and at the moment it is the integration of bioinformaics."	3	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	1	3	3	2	2	2	2	2	2	2	2	1	2	2	NA	1	NA	2	3	1	1	5	2	2	NA	22	2	1	2	1	2	2	Biology	1	2	NA	NA	NA	NA	NA	NA	NA
R_cSbyT1N9NXu7DAp	4-11-2016__1:17:18_PM	4-11-2016__1:22:56_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	"knowledge, time, lack of support from colleagues"	2	NA	1	lack of support from colleagues. colleagues lack of understanding the importance of bioinformatics	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	5	4	4	4	4	4	4	2	5	2	1	2	2	NA	1	space - availability of computer lab	2	5	1	3	6	3	4	NA	NA	3	1	2	1	1	1	Biology	1	3	NA	NA	NA	NA	NA	NA	NA
R_57pPdMLXL6QdOuh	4-7-2016__11:51:50_AM	4-7-2016__12:03:49_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	A combination of my lack of knowledge and the difficulty of finding a place to fit it into our course curricula	3	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	4	4	3	4	3	4	3	4	3	3	4	5	5	NA	1	"Computers available, but not necessarily up-to-date or high performing and not necessarily with the right software"	5	5	1	1	5	2	4	NA	19	8	1	4	1	3	2	"Dept of Biology, Geology and Environmental Sciences"	3	3	NA	"time constraints - so many topics, so little timesaccessibility to students - hard to combine statistics, computation and biology topics until students have a lot of introductory material under their beltsfaculty training - not everyone does enough bioiformatics to teach a whole course - or uses it, but doesnt know how to teach it - or uses only one area (e.g. classic statistics, but not gene databanks)"	NA	NA	NA	NA	NA
R_eG0RKgjJrNauOsl	4-19-2016__12:06:44_PM	4-19-2016__12:16:10_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	"Lack of resources for instruction, lack of instructors with knowledge, lack of time to incorporate additional information into course"	3	NA	1	Money	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	4	4	4	3	3	3	3	4	3	3	2	3	3	NA	1	NA	5	5	1	1	5	2	4	NA	18	2	1	5	3	1	1	NA	1	3	NA	Students in high school are taught subjects in a very compartmentalized way - bioinformatics requires interdisciplinary thinking.	NA	NA	NA	NA	NA
R_6rNdb70ZyLU8pvL	4-25-2016__2:09:40_PM	4-25-2016__2:18:38_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	4	3	5	5	4	4	5	5	4	4	5	4	3	4	4	NA	NA	NA	4	5	1	2	5	2	4	NA	14	2	1	3	2	1	1	Department of Biology	2	3	NA	Poor training in basic chemistry and biology prior to enrolling in college courses.  Many incoming students have low motivation to learn how to solve problems.	NA	NA	NA	Poor knowledge of available tools to facilitate learning.	NA
R_0JVGMDF6r3YI7rf	4-25-2016__3:38:58_PM	4-25-2016__3:43:24_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	NA	2	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	NA	2	NA	4	4	1	2	5	NA	4	NA	11	8	1	3	1	1	1	Department of Biological Sciences	1	2	NA	Training in current methods.	NA	NA	NA	NA	NA
R_1TtMdVtvBoHzJid	4-8-2016__2:22:58_PM	4-8-2016__2:31:14_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	Not doing lectures right now.	2	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	5	4	3	3	3	4	4	3	3	3	5	5	5	NA	1	Different OS in the same lab.  IT not willing to change where it is one system or the other.	4	4	1	2	5	2	1	NA	13	6	1	1	1	2	2	Science and Mathematics	1	4	NA	Needing to realize that bioinformatics is a necessity to obtain your degree and that you will be using it until you drop out of the field or change majors.	NA	NA	NA	NA	NA
R_0AJRICoUcRU4JkF	4-7-2016__7:51:48_PM	4-7-2016__8:00:21_PM	1	1	1	2	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA	not part of textbook or departmental learning objectives	1	NA	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	3	4	3	3	3	3	3	3	3	2	2	2	2	2	NA	1	lack of computer access for classes and lack of training for faculty	2	4	1	1	5	2	2	NA	16	1	1	1	1	2	2	Department of Biology	2	6	NA	NA	NA	NA	NA	NA	NA
R_6G4gN11c4ivFMyh	4-18-2016__3:54:35_PM	4-18-2016__4:03:33_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"We actually integrate a fair bit of bioinformatics in the lab course that I teach.  It is a project based course, so we use bioinformatics (BLAST, conserved domain search, protein alignment) where it is necessary in the project."	3	NA	1	Faculty time to develop courses.   Courses may not be seen as essential for pre-med intent students.	3	NA	2	NA	NA	NA	NA	NA	NA	1	3	2	4	5	4	3	3	4	4	2	3	2	2	2	3	NA	2	NA	3	5	1	1	5	2	2	NA	20	3	1	4	2	2	2	Biological Sciences	5	3	NA	"Space in the curriculum.  Our majors already have a high load of requirements, and it is difficult to suggest adding more required courses.  Recently we added tracks within our major, one of which was bioiformatics, but I am not sure how many students hve taken that option."	NA	NA	NA	NA	NA
R_exuMRtM1sFUYtx3	4-7-2016__4:10:36_PM	4-7-2016__4:35:17_PM	1	1	1	1	1	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	Minor_in_bioinformatics;_cooperative_program_between_biology_and_computer_science_but_listed_under_computer_science_for_administrative_purposes._http://northcentralcollege.edu/majors/bioinformatics	2	NA	NA	NA	NA	NA	NA	1	3	3	4	5	5	4	5	5	4	2	2	4	3	2	3	NA	1	"The institutions approach to computing is very one-size-fits-all and very restrictive; even faculty have to ask specifically to be administrators on their own machines. Unless we formally request specific tools be added to public or computer-lab computer, students dont have the freedom to experiment with tools on on-campus machines unless theyre Web-based, cant use cloud-based storage, etc."	4	5	1	2	5	2	4	NA	26	2	1	3	2	1	1	Dept. of Biology	1	3	Biology 151 - Biological Investigations I (1st half of introductory biology for majors)sBiology 152 - Biological Investigations II (2nd half of introductory biology for majors)sBiology 251 - Genes and Evolution - general genetics for biology/biochemistr majorssBiology 340 - Microbiology - broad-based microbiology course for biology/biochemistry majorssBiochemistry 465 - Advanced Topics - capstone course examining current research; includes independent research project that uses bioinformaticssBioloy/Computer Science 242 - Bioinformatics - introduction to bioinformatics (programming in Python as well as Web-based existing tools) for biology and computer-science students	"- Despite unprecedented access to computers, students are increasingly computer-illiterate. Very few have ever programmed in any way (even a script or macro), used the command line or gone beyond the very basic features of off-the-shelf software. They almst need a course to teach them to use computers before they are ready to think about programming.s- Bioinformatics software is diverse and changes fast; there are few standards and limited documentation. Working scientists use whatever rather random collction of software theyve found useful in their particular areas. So, its hard to define a core set of skills that students should know across the board, and very hard to have how to use this software exercises that will still be useful in a year.s-Faculty are constantly re-inventing the wheel at their various institutions; there are few good and well-known resources where hands-on bioinformatics exercises are available and documented."	NA	NA	NA	NA	NA
R_9tMWF24Uk9WOhCd	4-25-2016__11:58:46_AM	4-25-2016__12:10:46_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	Other content takes precedence and I am not very good at bioinformatics.	1	NA	1	"At our institution, bioinformatics is the province of a very anti-social colleague who will not help any of us bring it to the classroom.  He teaches one senior level seminar to no more than 15 elite hand-picked students each academic year who (in my opinon) get a warped, narrow view of the subject."	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	NA	1	I dont even know enough to know what I am missing.  I have one lab where we do a Blastn analysis.  I dont even know what is available.	2	5	1	1	5	2	4	NA	29	2	1	3	2	2	1	Biological Sciences	2	4	NA	"Bioinformatics is not well integrated into general textbooks, and many, many faculty are self-taught."	NA	NA	NA	NA	"It is very instructive that you did not allow expect older than their mid-50s to fill out your survey.  Realize that there are a lot of faculty out there who received there PhDs before 1988.  Those who are older might realize the importance of bioinformaics but are likely not conversant enough to teach it.  However, senior faculty are also the ones who are likely pulling the purse strings and guiding curriculum development.  Shame on the designers of this survey!"
R_cuN0mjX6LTVLRaZ	4-18-2016__3:09:38_PM	4-18-2016__3:13:24_PM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	other content areas need to be addressed too	1	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	4	2	2	5	4	3	2	5	3	5	3	2	2	2	2	NA	2	NA	3	5	1	1	5	2	4	NA	20	2	1	3	2	2	1	Biological Sciences	2	4	NA	NA	NA	NA	NA	NA	NA
R_7PUpEMxuM3oxm4d	4-26-2016__3:23:31_PM	4-26-2016__3:27:36_PM	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	5	2	4	NA	15	2	1	3	2	2	1	Biological Sciences	2	4	NA	NA	NA	NA	NA	NA	"Statement doesnt allow for gradations. I would support adding aspects of bioinformatics to the undergraduate biology curriculum, but to try to fully integrate it would require replacing something else... and I dont think were there yet. It also seems a though it may be more appropriate at a graduate level, given the lack of computer science in undergraduate biology programs."
R_7TWO5UhZxrP3nM1	4-25-2016__10:34:13_AM	4-25-2016__10:50:10_AM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	1	https://science.iit.edu/programs/undergraduate/bioinformatics	NA	NA	NA	NA	NA	1	3	4	3	4	4	2	3	2	2	2	2	3	5	2	5	Being able to use specific software packages is not important. Tools will change over time. Being adaptable however is a very important but often overlooked skill.	NA	NA	4	4	1	2	5	2	4	NA	9	9	1	4	3	2	1	Department of Biology	2	6	NA	"Biology students often fear computer programming and command line usage, which hinders learning."	NA	NA	NA	"Unix/Linux administrationsProgramming (Perl, Python and/or C++)"	NA
R_804lwt1qfC33X1P	4-7-2016__1:05:05_PM	4-7-2016__1:29:51_PM	1	1	1	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	1	4	3	3	5	5	6	6	5	3	3	3	3	1	6	3	NA	NA	NA	4	4	1	2	6	3	4	NA	40	2	1	4	3	2	1	Department of Biology	2	2	NA	NA	NA	NA	NA	NA	NA
R_eyDkeERfvtWjNt3	4-7-2016__8:04:33_PM	4-7-2016__8:08:42_PM	1	1	1	1	2	1	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	3	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	5	4	5	5	3	3	3	5	3	3	3	4	4	5	NA	1	NA	5	4	1	2	5	2	4	NA	10	2	1	3	1	1	1	Biological sciences	1	3	NA	NA	NA	NA	NA	NA	NA
R_djs2LoixZIqlBUp	4-19-2016__6:32:57_AM	4-19-2016__6:43:03_AM	1	1	1	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	Mostly time constraints that would eliminate other material	2	NA	1	NA	2	NA	2	NA	NA	NA	NA	NA	NA	1	3	3	4	4	4	3	3	4	3	3	3	3	2	4	4	NA	2	NA	2	5	1	2	5	2	4	NA	36	3	1	2	2	1	1	Biology Department	1	2	NA	Lack of training in this area	NA	NA	NA	NA	I woudl like ro see a course in bioinformatics offered to our undergrdauates in biology and biochemistry.
